	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_013950	0	1	0.159473718530169	0.159254938985612	275.138041251524	1727.71061578815	Solute carrier family 43 member 3	Phosphate transporter
gene:Smp_014080	0	1	8.11108481889603	8.28553377044185	151.875711103908	18.3214334733329	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	Rubrerythrin
gene:Smp_014170	0	1	3.91791781144445	3.91873438019681	6297.29977184402	1606.96540605642	Serine/threonine-protein kinase MARK2	MAP/microtubule affinity-regulating kinase 3
gene:Smp_014260	1.08364517648063e-06	0.999998916354824	0.399774649785173	0.397874914928543	56.5223231814634	142.07566828501	Beta-1,3-galactosyltransferase brn	Beta-1,3-N-acetylglucosaminyltransferase manic FR
gene:Smp_014620	0	1	0.384957970107123	0.384702477227853	416.456342814484	1082.55735390819	Translation initiation factor eIF-2B subunit beta	Methylthioribose-1-phosphate isomerase
gene:Smp_014650	2.73059352906557e-12	0.999999999997269	0.248768756761628	0.248728879728385	2107.1909189751	8471.86878334106	40S ribosomal protein S30-A	40S ribosomal protein S30, isoform A
gene:Smp_014670	0	1	3.33563342784968	3.33627837756011	5433.36953837227	1628.56499389659	Alpha-adducin	Class II aldolase/adducin domain protein
gene:Smp_014680	0	1	6.18541952841001	6.30696555953166	120.991988663047	19.1754525795178	Coiled-coil domain-containing protein 96	Fibrinogen alpha chain
gene:Smp_014730	0	1	0.289457646066467	0.288025067493943	64.2337285452246	223.039087720726	NF-kappa-B inhibitor-like protein 1	Myotrophin, protein V-1
gene:Smp_014780	0	1	2.28186023383995	2.28208327032179	5898.26732227552	2584.59214795046	Alpha-actinin	Actinin
gene:Smp_014840	0	1	6.80549787926349	6.83365777854563	633.554057601585	92.7022893965613	Transcriptional coactivator YAP1	YAP65, 65 kDa YES-associated protein
gene:Smp_015020	0	1	5.68085058863313	5.690268877612	1271.77731010584	223.492146815874	sodium potassium transporting ATPase alpha subunit	Na, K-ATPase alpha subunit
gene:Smp_015090	0	1	0.379665060003782	0.379635268023056	3554.84874405091	9363.86907941948	Coatomer subunit beta'	Coatomer beta'-subunit
gene:Smp_015100	0	1	9.39286548726895	9.45480191709197	576.153127327414	60.9286777618103	Splicing regulator RBM11	Propionyl-COA carboxylase, beta subunit
gene:Smp_015480	0	1	2.51556186812561	2.52187880081228	272.085001425546	107.883766083408	Protein asteroid homolog 1	Flap endonuclease-1 protein
gene:Smp_015630	0	1	28.4934735229753	29.3543734501269	421.568726831902	14.3517007376487	Glutamate-gated chloride channel subunit 2 isoform 1	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
gene:Smp_015670	0	1	7.13261790588019	7.19728960161109	306.913094360842	42.6342607356161	Transcription factor 15	DNA-binding protein inhibitor ID-3
gene:Smp_015690	0	1	0.261158842343104	0.261127904673892	2804.4271033609	10739.6966845966	Hypothetical protein	Paraneoplastic encephalomyelitis antigen HUD
gene:Smp_015720	0	1	0.482525988037808	0.482482144900219	2560.91639065525	5307.80588028479	Obg-like ATPase 1	Protein OLA1, GTP-binding protein 9
gene:Smp_015730	1.02575725691167e-11	0.999999999989742	0.478235045866042	0.478182372371483	2130.11587203311	4454.62069135951	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	RK-1 defensin, alpha-defisin
gene:Smp_015780	0	1	0.316551975054082	0.316232996904569	304.695767231841	963.538302088773	AFG1-like ATPase	DNAI, primosome component (helicase loader)
gene:Smp_015820	0.00360738263418758	0.996392617365812	0.308805337403483	0.288163779282701	4.32936540494878	15.0486774498529	Palmitoleoyl-protein carboxylesterase NOTUM	Thermostable carboxylesterase EST50
gene:Smp_016180	0	1	2.67310135738379	2.67694928144665	523.427500613431	195.525083253636	nuclear receptor 2DBD-alpha	Hepatocyte nuclear factor 4-alpha
gene:Smp_016380	0	1	3.96318279047641	3.97447703777207	468.92222034105	117.975892454398	IQ motif and SEC7 domain-containing protein 1	IQ motif and SEC7 domain-containing protein 1
gene:Smp_016540	6.40682254871017e-06	0.999993593177451	0.190090058012416	0.182136822169465	8.3310275550315	45.7853941200906	DNA mismatch repair protein Mlh3	DNA mismatch repair protein PMS1
gene:Smp_016600	0	1	29.6256844252386	29.8756190178708	1538.76582295771	51.4960732980044	Excitatory amino acid transporter	GLTPH, glutamate symport protein
gene:Smp_016780	0	1	9.49375890980129	9.51059064107968	2158.26888325725	226.924263570852	Tubulin alpha-2/alpha-4 chain	Tubulin alpha-1B chain
gene:Smp_016870	0	1	0.47715869068841	0.476683708729646	235.957407406176	495.008820834102	Protein regulator of cytokinesis 1	Protein regulator of cytokinesis 1
gene:Smp_016900	0	1	0.285856235857815	0.285445418683579	223.135979441712	781.736578630758	Uncharacterized protein C7orf50	RNA and export factor binding protein 2
gene:Smp_016910	0	1	0.264240419714903	0.263643919047402	146.231853378986	554.684581644009	Adrenodoxin, mitochondrial (Fragment)	Adrenodoxin 1
gene:Smp_017230	0	1	0.418608265027322	0.418431617352891	619.308929204783	1480.08591895268	Nicotinamide phosphoribosyltransferase	Nicotinamide phosphoribosyltransferase
gene:Smp_017280	9.99200722162641e-15	0.99999999999999	0.299337686654731	0.299307913673103	3167.61353324288	10583.1499785313	Ubiquitin-40S ribosomal protein S27a	40S ribosomal protein S31
gene:Smp_017290	0	1	0.361161394280135	0.360940382162751	469.169981249788	1299.87220890793	Signal recognition particle receptor subunit beta	SR-beta, signal recognition particle receptor beta subunit
gene:Smp_017420	0	1	5.31932650741747	5.34172488622512	463.234101411176	86.7118195017415	Voltage-gated hydrogen channel 1	ION channel
gene:Smp_017430	0	1	2.92499333870272	2.92514484588765	16713.6787453302	5713.78867524418	23 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_017610	3.13693292786077e-07	0.999999686306707	0.473398479242846	0.469392642215615	27.739428419966	59.1077319886904	Amiloride-sensitive amine oxidase [copper-containing]	Lysyl oxidase
gene:Smp_017660	0	1	0.464935432292759	0.464840784128005	1181.7441942734	2542.26734446807	Proteasome activator complex subunit 3	11S regulator
gene:Smp_017710	0	1	2.21947349220348	2.22075905277628	947.339418863572	426.578115301947	Rab11 family-interacting protein 3	RAB11 family-interacting protein 3
gene:Smp_017730	0	1	20.6411555138586	20.6532242888031	15115.4246094353	731.858031745048	200-kDa GPI-anchored surface glycoprotein	CD4, T-cell surface glycoprotein CD4
gene:Smp_017870	9.77637984123092e-07	0.999999022362016	2.73309030990752	2.7515546259102	116.133535172523	42.20015061044	Probable calcium-binding protein CML18	Optimized ratiometric calcium sensor
gene:Smp_017880	0	1	5.71269102995668	5.74031027140239	440.465259685173	76.7237023365397	Clathrin light chain	LCB, clathrin light chain B
gene:Smp_018170	0	1	12.0449704093235	12.149198618245	578.959713367544	47.6449714561485	Krueppel-like factor 6	Krueppel-like factor 5
gene:Smp_018250	0	1	6.80065522875413	6.80215490869153	11831.8745043277	1739.42179230002	Troponin I 4	Troponin I, TNI
gene:Smp_018280	0	1	0.430588681158146	0.43043510213398	717.669936026156	1667.3259873953	Polynucleotide 5'-hydroxyl-kinase NOL9	Protein CLPF-1
gene:Smp_018290	0	1	0.468799129943693	0.468434014787879	306.472916794027	654.261267924068	Serine/threonine-protein kinase 17A	Serine/threonine-protein kinase 17B
gene:Smp_018400	0	1	0.458326493735372	0.45801139745479	354.068482184874	773.067884420605	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	Protein CIAO1
gene:Smp_018440	1.36557432028894e-14	0.999999999999986	0.291291256220829	0.291058536093829	398.595345301857	1369.49233671675	Hypothetical protein	Methyl-accepting chemotaxis protein
gene:Smp_018500	0	1	0.345067251369776	0.343064382500554	50.4385576243001	147.042740528139	Probable gluconokinase	Gluconate kinase
gene:Smp_018530	9.7908424701032e-09	0.999999990209158	0.485119906969173	0.485093551491349	4261.75638815943	8785.44256900913	Nascent polypeptide-associated complex subunit alpha	Conserved protein (MTH177)
gene:Smp_018550	0	1	2.18152380634848	2.18210057562532	2010.21214931711	921.222582847857	Serine--tRNA ligase	Allene oxide cyclase
gene:Smp_018640	0	1	3.08800520299609	3.09779943141095	296.981196481448	95.8616673100356	RUN domain containing protein	Protein RUFY3
gene:Smp_018790	0	1	0.427391423394103	0.427301263529929	1220.40548318681	2856.09080603314	PP2C-like domain-containing protein CG9801	Protein phosphatase 2C kappa, PPM1K
gene:Smp_018800	3.14388254529785e-06	0.999996856117455	56.0530905797223	2531.82503045428	25.3082503045428	0	Aspartyl protease protein	Renin
gene:Smp_018870	0	1	0.173982836514208	0.173785104513371	326.467752291969	1878.61908737872	NAD/NADP-dependent betaine aldehyde dehydrogenase	Tumor suppressor P53-binding protein 1
gene:Smp_018930	0	1	0.30483675752896	0.30436933925989	203.558675446276	668.811228647003	Titin	Hypothetical protein YCHN
gene:Smp_018940	0	1	20.0443935729966	22.6241966455023	75.0973936035838	3.30978168243667	Calmodulin	Centrin-2
gene:Smp_018980	0	1	15.7473982905643	16.2746778307316	204.689047477086	12.5677634191044	Hypothetical protein	U-shaped transcriptional cofactor
gene:Smp_018990	9.02611319020252e-13	0.999999999999097	0.318911734963546	0.31888307494504	3407.89384249606	10686.9913188484	60S ribosomal protein L9	60S ribosomal protein UL6
gene:Smp_019060	2.12219131157099e-12	0.999999999997878	0.310623196342517	0.310497594690167	766.377628302517	2468.24624870706	Probable Xaa-Pro aminopeptidase pepP	Hypothetical protein SPY1572
gene:Smp_019280	0	1	4.34240778647002	4.35113385656895	749.490820733235	172.244140056323	cAMP-dependent protein kinase type II regulatory subunit	CAMP-dependent protein kinase type II-alpha regul subunit
gene:Smp_019310	6.85835163805049e-05	0.999931416483619	2.99734904048435	3.00484533252023	360.036441204444	119.811954663625	Probable dynein light chain	 13 3pie_A 5'->3' exoribonuclease   20.4      36  0.0011   30.6   0.0   26   64-89    194-224 (1155)
gene:Smp_019350	0	1	7.88000570618916	7.88475930109497	5131.95872900705	650.86195855102	Ly-6/neurotoxin-like protein 1	LY-6/neurotoxin-like protein 1
gene:Smp_019620	0	1	0.380760177721273	0.380367572547136	269.785856369471	709.292989639152	Probable LRR receptor-like serine/threonine-protein kinase At1g56140	BH3987
gene:Smp_019630	0	1	0.436095062573023	0.435976446951583	932.075964390939	2137.91733737851	Aminoacylase-1	Succinyl-diaminopimelate desuccinylase
gene:Smp_019640	0	1	0.490928362091474	0.490809690023438	946.820962275803	1929.11035259652	Calcyphosin-like protein	Calcyphosin, calcyphosine
gene:Smp_019760	5.6399329650958e-13	0.999999999999436	0.494075302766903	0.492603318887466	76.1293372289321	154.555213650796	Helicase POLQ-like	DNA helicase, putative SKI2-type helicase
gene:Smp_019900	0	1	5.18256654434475	5.18866282291726	1600.8834833056	308.526811495012	Fasciculation and elongation protein zeta-1	Regulation of nuclear PRE-mRNA domain-containing 1B
gene:Smp_020070	0	1	12.2167388791023	12.2239339602752	8569.79300325723	701.057514852995	Sporulation-specific protein 15	Tropomyosin
gene:Smp_020090	0	1	0.31696590043502	0.316656887737645	314.753185363453	994.009702562851	Rhomboid-related protein 2	Rhomboid protease GLPG
gene:Smp_020130	0	1	15.7587494440481	16.0877928567667	324.495271844035	20.1609006781216	Hypothetical protein	Cyclin-T1, protein TAT
gene:Smp_020270	0	1	6.2224659649938	6.2391426053941	878.650085461315	140.820261629485	high voltage-activated calcium channel Cav1	Sodium channel protein type 2 subunit alpha
gene:Smp_020300	0	1	6.72439937561237	6.73443233065156	1727.9392572856	256.574248299726	Segment polarity protein dishevelled homolog DVL-3	Segment polarity protein dishevelled homolog DVL-
gene:Smp_020340	0	1	20.7253190656335	20.9088312266609	1010.67978500441	48.3279378812754	Lysosomal alpha-glucosidase	Maltase-glucoamylase, intestinal
gene:Smp_020480	0	1	0.432030942140081	0.431730234171126	366.69863339019	849.38298748495	Ixosin	Flap endonuclease-1 protein
gene:Smp_020550	0	1	18.0132173596796	18.0496543114548	3790.01638412768	209.967782329185	Basement membrane-specific heparan sulfate proteoglycan core protein	Vascular endothelial growth factor receptor 2
gene:Smp_020770	0	1	0.351654924643192	0.351584713445232	1460.00981280411	4152.67285841313	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	Hypothetical protein (CRP region)
gene:Smp_021070	0	1	0.384151693897348	0.383688160894779	229.235289959789	597.468143253568	Guanine nucleotide-binding protein-like 3 homolog	YLQF, conserved hypothetical protein YLQF
gene:Smp_021140	0	1	0.264891267670612	0.264870032847381	4123.47756256061	15567.9556102757	40S ribosomal protein S7	Ribosomal protein ES7
gene:Smp_021280	0	1	0.00160860808421162	3.50472366753154e-05	0	285.319199920724	Protein ARV1	DNA-directed RNA polymerase
gene:Smp_021290	0	1	3.18869916465326	3.19097051831506	1382.7698245176	433.331460405518	Arf-GAP domain and FG repeat-containing protein 1	Nucleoporin-like protein RIP
gene:Smp_021390	0	1	4.59252140336435	4.66207082436682	108.286306275539	23.2192280309248	IQ domain-containing protein E	Odorant binding protein (AGAP007287-PA)
gene:Smp_021590	0	1	0.389046665266319	0.388607651479455	243.193689899585	625.823508356544	Rac GTPase-activating protein 1	N-chimerin
gene:Smp_021600	0	1	8.48020895133961	8.52197857815477	686.30344123559	80.5245184737832	Trimeric intracellular cation channel type 1B.1	Endothelin-1
gene:Smp_021790	1.9755301505775e-08	0.999999980244698	0.44007513442129	0.439806379152211	412.052623277495	936.908250416931	EF-hand calcium-binding domain-containing protein 10	CAMP-dependent protein kinase type I-beta regulat subunit, CAMP-dependent protein kinase catalytic subunit A
gene:Smp_021800	0	1	0.471945545642559	0.471718485815691	493.334437393133	1045.83503730026	Prefoldin subunit 3	Prefoldin subunit alpha
gene:Smp_021920	0	1	5.63886451404806	5.63955631998876	17005.9546249642	3015.4691724818	paramyosin	Smooth muscle myosin heavy chain
gene:Smp_021960	1.38969791230181e-09	0.999999998610302	0.467746789256513	0.467208925104526	207.904966366871	445.004971236596	Importin-13	Cadmus
gene:Smp_022070	0	1	31.5352955360566	36.9796606265616	93.2610230009039	2.51222495881721	Hypothetical protein	Thioredoxin reductase 1
gene:Smp_022140	0	1	0.453114575573921	0.452804061061578	358.625842661892	792.023184996368	Serine/threonine-protein kinase RIO1	Serine/threonine-protein kinase RIO1
gene:Smp_022340	0	1	9.36656612931197	9.38206483745669	2277.59868254077	242.751984914846	PDZ and LIM domain protein 3	ZAsp protein
gene:Smp_022450	0	1	18.8093579322775	18.9848652460412	866.332248729493	45.6233104028824	Mast/stem cell growth factor receptor Kit	Claudin-15
gene:Smp_022640	1.8455237338344e-12	0.999999999998154	0.342795457737551	0.342771072152393	4154.31500641683	12119.8138239015	60S ribosomal protein L13	60S ribosomal protein L13
gene:Smp_022740	0	1	101.46096333418	4619.25336075395	46.1825336075395	0	Tumor necrosis factor alpha-induced protein 8-like protein 2	Tumor necrosis factor, alpha-induced protein 8- like protein 2
gene:Smp_022890	0	1	7.61951641300264	7.65489585733861	644.075428795645	84.1303254595778	Hypothetical protein	40S ribosomal protein S12E
gene:Smp_023010	0.0133240511019941	0.986675948898006	2.47092851184266	2.48731149619605	100.418657863675	40.3663895343487	ATPase inhibitor, mitochondrial	ATPase inhibitor
gene:Smp_023150	0	1	0.322482682165644	0.322356665418965	779.385194331638	2417.79387360275	Serine/threonine-protein phosphatase 6 catalytic subunit	Serine/threonine-protein phosphatase 5
gene:Smp_023230	0	1	0.499834382360019	0.499684079757259	747.766439601459	1496.48842749587	Protein YIF1B-A	Sarcolipin
gene:Smp_023360	0	1	0.351207236283708	0.351155231385569	1970.09703552265	5610.34934947945	Histidine--tRNA ligase, cytoplasmic	Histidine--tRNA ligase, cytoplasmic
gene:Smp_023550	0	1	6.67609379294132	6.67977550461113	4631.15855614953	693.302006212271	Armadillo segment polarity protein	B-catenin
gene:Smp_023620	0	1	6.38076829326749	6.39526233853706	1067.67212920802	166.93891822878	FERM domain-containing protein 3	Protein 4.1
gene:Smp_023840	0	1	0.139727361604695	0.139601714516816	429.826574603957	3079.01074191345	Death-associated protein 1	Frattide, glycogen synthase kinase-3 beta
gene:Smp_024000	0	1	0.437907229687556	0.437705778769662	549.214574556356	1254.77026838065	Vacuolar protein sorting-associated protein 33B	HOPS component VPS33
gene:Smp_024010	3.96338517560935e-12	0.999999999996037	17.5560457349578	22.3054937166503	34.9566683513246	1.55762584121701	Microsomal glutathione S-transferase 1	Microsomal glutathione S-transferase 1
gene:Smp_024370	0	1	6.86123462961454	6.86586179312932	3911.08395407015	569.633559965625	Protein fantom	Putative transcription regulator
gene:Smp_024380	0	1	0.363578143111272	0.363354060509037	464.073253215603	1277.21049552838	Protein arginine N-methyltransferase 2	3ANK, 3 ankyrin repeats
gene:Smp_024390	0	1	0.183714302013194	0.183651797595684	1078.57801596904	5872.99549240247	Probable signal peptidase complex subunit 2	SEC-independent protein translocase protein TATC,
gene:Smp_024660	0	1	10.1885282864105	10.2179511332176	1434.99699908923	140.429798583903	Protein sax-3	Deleted in colorectal cancer
gene:Smp_024820	0	1	5.78095616699214	5.78515184138334	2964.52566213005	512.428695372458	CD9 antigen	CD81 antigen
gene:Smp_024850	0	1	0.282630742399598	0.282602393237899	3215.9253350494	11379.7072706255	60S ribosomal protein L17	60S ribosomal protein L17
