	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_065060	0	1	2.07851920718207	2.08021750192615	648.600812032257	311.789516844601	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial
gene:Smp_065370	0.000172507802029598	0.99982749219797	2.15995294749612	2.16218581250551	551.472248614	255.04775008992	Alpha-amylase 2	Protein giant-lens
gene:Smp_065810	2.22044604925031e-16	1	2.12969797872438	2.13343489800018	316.646676875463	148.415750967272	GON-4-like protein	2610100B20RIK gene product
gene:Smp_066520	0.0132250116961496	0.98677498830385	4.35883340299613	4.76080221112355	19.5215571173111	4.09257688749931	Erythrocyte band 7 integral membrane protein	PH stomatin
gene:Smp_066590	0	1	0.405715362522294	0.40554329029353	687.662345665072	1695.67172405796	LYR motif-containing protein 4	Cathelicidin-6
gene:Smp_067090	0	1	0.488825119006107	0.488495803105384	372.277333517395	762.099584464702	DNA-directed RNA polymerase II subunit RPB9	B12.6, DNA-directed RNA polymerase II 14.2 kDa polypepti
gene:Smp_068510	0	1	0.292316153255346	0.292266967431922	2064.60790497588	7064.14070822806	Neuronal calcium sensor 2	Neurocalcin delta
gene:Smp_068990	0	1	2.41222874127537	2.41458560703129	710.341704174117	294.18197319224	SNF-related serine/threonine-protein kinase	AMPK kdaid, SNF1-like protein kinase SSP2
gene:Smp_070380	0	1	0.478045030655587	0.478025183646952	6172.3233737786	12912.1410433584	Autoinducer 1 sensor kinase/phosphatase LuxN	Claudin-15
gene:Smp_070540	0	1	0.241169456730122	0.240595789940643	156.244933269996	649.439989580221	Hypothetical protein	Disabled homolog 2
gene:Smp_071590	0	1	0.432639896941431	0.432066121878163	209.75255183155	485.477153956265	ADP-ribosylation factor-like protein 6-interacting protein 1	Neurogenic locus notch protein
gene:Smp_072080	0	1	0.47309599032838	0.47206931531878	118.940125408081	251.965973756642	6-pyruvoyl tetrahydrobiopterin synthase	6-pyruvoyl tetrahydropterin synthase
gene:Smp_072100	1.93147815494843e-05	0.999980685218451	0.0735774579664275	0.06988769666258	8.60533539117253	123.263992456321	CCR4-NOT transcription complex subunit 1	General negative regulator of transcription subun
gene:Smp_072140	0	1	0.478430792371464	0.478410390125099	6004.74343155149	12551.4595238565	Rho2 GTPase	H6, RHO-related GTP-binding protein RHOB
gene:Smp_072500	2.9212410268542e-09	0.999999997078759	0.160123669126306	0.15738479376867	23.6855319429314	150.547950202991	LisH domain and HEAT repeat-containing protein KIAA1468 homolog	Cytochrome C'
gene:Smp_073280	0	1	2.63433464660221	2.63600220562121	1268.4190003777	481.184210563559	Myelin proteolipid protein	Syntaxin-1A
gene:Smp_074080	7.79861730748621e-11	0.999999999922014	2.19927959543343	2.1995292623591	5187.39068369884	2358.40403543552	Serine/threonine-protein kinase NLK2	Phosphotransferase
gene:Smp_074210	0	1	0.44017646441755	0.43992238083194	475.885085454942	1081.76057178808	28S ribosomal protein S15, mitochondrial	28S ribosomal protein S15, mitochondrial, 28S ribosomal protein S14, mitochondrial
gene:Smp_074280	0.0172209989043691	0.982779001095631	0.414085846535986	0.411203905403986	41.0356118540209	99.8081469451167	Chaperone protein ClpB 2	Protein DPY-30 homolog
gene:Smp_074460	7.19203980814598e-08	0.999999928079602	0.380294992814866	0.380121961624827	668.401928868261	1758.40439418849	tegument-allergen-like protein (TAL10)	Protein (epidermal growth factor receptor pathway substrate 15)
gene:Smp_074570	1.70974345792274e-13	0.999999999999829	0.290252902037825	0.288767032076484	67.7121989570753	234.511920560301	Hypothetical protein	Formaldehyde-activating enzyme FAE
gene:Smp_074590	0	1	0.412889398748688	0.412719605351375	700.662130459598	1697.68529088174	Valine--tRNA ligase	ACVR2B protein
gene:Smp_074830	0.000144065316099229	0.999855934683901	0.297161019145763	0.295829394722203	76.6512740968442	259.130151264659	Tubulin polyglutamylase ttll6	Tubulin tyrosine ligase, TTL
gene:Smp_075140	5.27501375913175e-11	0.99999999994725	2.13032231584353	2.13637013395673	196.028196363958	91.7522809119126	Mitochondria-eating protein	Coiled-coil peptide CC-PIL
gene:Smp_075330	2.65916922925769e-08	0.999999973408308	3.22431122550164	3.268955588393	79.954746346602	24.4518637923779	Nitrogen assimilation regulatory protein NtrC	Amyloid beta A4 protein and amyloid beta A4 precursor protein-binding family B member...
gene:Smp_075430	1.05222730528709e-09	0.999999998947773	2.28710865405048	2.30045939033091	108.879294459287	47.3237173074915	Cysteine--tRNA ligase, chloroplastic/mitochondrial	Ankyrin repeat and sterIle alpha motif domain-CON protein 1B
gene:Smp_075770	0	1	0.353951361552884	0.353902977374442	2320.08987328898	6555.7412132322	Abnormal spindle-like microcephaly-associated protein homolog (Fragment)	Myosin-5A
gene:Smp_076030	0	1	0.499764005990752	0.49965211069914	1096.699161239	2194.93551860178	Protein Tob1	Protein TOB1
gene:Smp_076300	0	1	3.50476623958943	3.50868788605142	1100.27228026152	313.577961082438	Forkhead box protein F1-B	HNF-3/FORK head DNA-recognition motif
gene:Smp_076320	0	1	0.0982325667070721	0.090014766413589	4.83968289607613	53.8665259223514	Myb/SANT-like DNA-binding domain-containing protein 3	DNA binding protein GT-1
gene:Smp_076400	0	1	0.410265191835457	0.410153215058268	1060.55071980006	2585.75717398008	Universal stress protein MJ0577	Protein (ATP-binding domain of protein MJ0577)
gene:Smp_077090	0	1	0.452912448736397	0.452836299032241	1597.30461084152	3527.34550187817	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	NIFU-like protein
gene:Smp_077310	0	1	3.791257492288	3.8285380679575	140.727839981957	36.7502038908391	tegument-allergen-like protein (TAL9)	Dynein light chain 1
gene:Smp_077860	0.0165173202771395	0.983482679722861	2.66853491563774	2.67668961757441	268.886928438546	100.448763195046	Actin-1	Actin-related protein 8
gene:Smp_077890	1.1311085401644e-10	0.999999999886889	0.0961561031091886	0.0858093533423878	3.67031280478666	42.8794131167944	CUB and sushi domain-containing protein 1	Thioredoxin
gene:Smp_078570	0.0239003047546199	0.97609969524538	0.304933091132369	0.304303463142995	164.923965783138	541.994892351929	Gastrula zinc finger protein XlCGF57.1 (Fragment)	AART
gene:Smp_078720	0.00524581738713248	0.994754182612868	0.235005922298998	0.192883014851284	1.70986492064737	8.90662193259172	Bone marrow proteoglycan	MBP, eosinophil granule major basic protein 1
gene:Smp_078900	0	1	2.18348633980687	2.18645260681846	428.295543383171	195.880613886393	Histone-lysine N-methyltransferase EZH1	Histone-lysine N-methyltransferase EZH2
gene:Smp_078910	0	1	0.0554073595115531	0.0541419036242199	19.8322852193797	366.476656196983	Protein FAM78A	Conserved hypothetical protein
gene:Smp_079010	1.62237558432032e-06	0.999998377624416	2.36840902993835	2.36899694276549	2707.2384609405	1142.77258957149	cAMP-dependent protein kinase type II regulatory subunit	CAMP-dependent protein kinase type II-alpha regul subunit
gene:Smp_079270	0	1	0.490450797096266	0.49037741223388	1671.73764285523	3409.0940923759	Muscle LIM protein 1	QCRP2 (LIM1)
gene:Smp_079380	3.25708349180331e-11	0.999999999967429	2.31266541418248	2.32086659545711	182.374710697031	78.57474548	serine palmitoyltransferase 2	SPT, serine palmitoyltransferase
gene:Smp_079600	2.69507026695592e-07	0.999999730492973	0.102189389126238	0.0977685837154393	9.73862306158604	99.7012026288519	Two pore calcium channel protein 2	Navrh, ION transport protein
gene:Smp_079640	0.000450886327458933	0.999549113672541	0.443483692370158	0.44128207737696	54.7563035822849	124.09724656624	Monocarboxylate transporter 9	Glycerol-3-phosphate transporter
gene:Smp_079810	9.43689570931383e-15	0.999999999999991	0.47908328144223	0.478526498753554	219.800879551955	459.339440677808	Probable peptide chain release factor C12orf65 homolog, mitochondrial	Probable peptide chain release factor C12ORF65 HO mitochondrial
gene:Smp_079960	0	1	0.333662912647678	0.331548164536286	51.2811678899951	154.692011280118	Tubulin beta-4 chain	Tubulin beta-2B chain
gene:Smp_080150	0	1	0.489794314759445	0.489038275296298	162.023308349579	331.320524694425	Peptidyl-prolyl cis-trans isomerase-like 3	Peptidyl-prolyl CIS-trans isomerase-like 3
gene:Smp_080320	0.00034046492005968	0.99965953507994	0.454786375713103	0.454069195317492	169.470973443259	373.239221024023	Dynein assembly factor with WDR repeat domains 1	Platelet-activating factor acetylhydrolase IB alpha subunit
gene:Smp_080700	0	1	2.21526145153152	2.21590013923422	2070.09308348245	934.194139811935	JNK-interacting protein	C-JUN-amino-terminal kinase-interacting protein 4
gene:Smp_080870	2.840394586201e-12	0.99999999999716	3.45989308315354	3.46747259234185	552.511019121513	159.334019139991	Netrin receptor DCC	Interleukin-6 receptor subunit beta
gene:Smp_081420	0	1	0.215047420459323	0.21121325058942	21.2201885389016	100.505419745948	Biotin--protein ligase	Aspartyl dipeptidase
gene:Smp_081470	0	1	0.329168566368331	0.329075538115912	1165.06735621888	3540.44567437012	Putative chloroquine resistance transporter	Claudin-15
gene:Smp_081900	0	1	0.434276114772265	0.434180426094125	1260.29256534308	2902.70622026061	Long neurotoxin homolog NTL2	LY-6/neurotoxin-like protein 1
gene:Smp_082300	0	1	2.07004173226053	2.07240945047481	459.830146029774	221.876725098855	Phospholipid phosphatase-related protein type 5	Phosphatidylglycerophosphatase
gene:Smp_083870	2.72955468705316e-06	0.999997270445313	0.455828752516672	0.453749590104409	58.2974490184075	128.491381136214	leucine aminopeptidase 2	Cytosol aminopeptidase
gene:Smp_084270	1.3135126319952e-10	0.999999999868649	0.409109070273932	0.408252228890979	138.218015863603	338.574840648882	G-protein coupled receptor 15	Rhodopsin
gene:Smp_084910	0	1	0.497856854674892	0.497397134592018	266.736027815187	536.273804758909	Protein FMC1 homolog	CAG38821
gene:Smp_085180	0	1	2.45819525713167	2.46064056446751	720.418739488673	292.770973333493	Cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
gene:Smp_085290	3.63370000755481e-10	0.99999999963663	0.448280012553017	0.448215622475281	1885.58048330176	4206.87255551769	Tropomyosin	Tropomyosin
gene:Smp_085690	1.09747828509477e-05	0.999989025217149	0.244627917330438	0.239656596592852	17.8688324094466	74.5918789535788	cAMP-dependent protein kinase catalytic subunit alpha	PKA C-alpha, CAMP-dependent protein kinase, alpha-catalytic SU
gene:Smp_086330	0	1	0.396704449793008	0.396690540505379	8447.67474212924	21295.3925356062	Myophilin	Calponin-2
gene:Smp_086530	9.67196242258606e-05	0.999903280375774	0.489332667912812	0.489325568720008	17281.7366652017	35317.4713864884	tegument-allergen-like protein	Dynein light chain motor protein
gene:Smp_086750	0	1	2.62723867498947	2.62897912785113	1206.7940252966	459.029028690584	Zinc finger protein 14 homolog	AART
gene:Smp_086960	0	1	0.34203680811911	0.341004321725631	106.683451442655	312.870056483565	Lipoyltransferase 1, mitochondrial	Lipoate-protein ligase A
gene:Smp_087320	7.68524133221149e-11	0.999999999923148	0.261736175911657	0.257231641343557	20.6888716889552	80.4578288442359	mRNA decay activator protein ZFP36L1	Tristetraproline
gene:Smp_087820	0.00130620180802976	0.99869379819197	0.108668888342695	0.0572249359879345	0.476800116573278	8.49678306876424	Protein PLANT CADMIUM RESISTANCE 2	Emerin
gene:Smp_088090	0	1	0.302885737318621	0.299923843304937	34.6482050312101	115.546684821395	Protein phosphatase 1 regulatory subunit 21	Membrane-bound lytic murein transglycosylase D
gene:Smp_088270	0	1	4.85816145665328	4.86624647957043	1140.11866551618	234.283242297259	Carboxypeptidase A2	Procarboxypeptidase A PCPA
gene:Smp_088360	0.00963994554824599	0.990360054451754	0.417719723075898	0.410171206694023	15.5244638216641	37.8631211946147	Pro-neuropeptide Y	Neuropeptide F
gene:Smp_088940	0	1	2.50505696966366	2.51353858430906	218.978131673699	87.1134414465515	Zinc finger C2HC domain-containing protein 1A	Putative toxin VAPC6
gene:Smp_089050	0	1	0.453530726487482	0.453253144511807	438.092700949442	966.56399127659	Zinc finger matrin-type protein 5	U1 small nuclear ribonucleoprotein C
gene:Smp_089100	0	1	2.11843706582111	2.12034039753371	611.724924073886	288.49788523646	Gamma-glutamyltransferase 7	Gamma-glutamyltranspeptidase
gene:Smp_089290	9.88098491916389e-15	0.99999999999999	2.65724647402617	2.65943324846148	989.528803703196	372.076347448525	Alpha-N-acetylgalactosaminidase	Alpha-galactosidase A
gene:Smp_089670	0	1	4.76427894146827	4.7658542821544	5591.23712211022	1173.17885368495	Alpha-1-macroglobulin	Alpha-2-macroglobulin
gene:Smp_090080	0.0011772131285539	0.998822786871446	2.67182626936685	2.67202806598202	10868.7225683794	4067.58670931259	Neuroserpin	Serine protease inhibitor
gene:Smp_090890	0	1	3.77511939438671	3.78006780928848	1040.81035428805	275.334360683299	Serine/threonine-protein kinase pim-1	Proto-oncogene serine/threonine-protein kinase PI
gene:Smp_091210	2.10553241508649e-10	0.999999999789447	0.0813324577491546	0.0793841903820567	18.3682627261636	231.500362928859	Hypothetical protein	Cupiennin-1A
gene:Smp_092020	0	1	0.408374855515037	0.408181186080603	612.198199829966	1499.83423757609	Hypothetical protein	UBC2, ubiquitin-conjugating enzyme RAD6
gene:Smp_092150	4.93345069766393e-05	0.999950665493023	0.27252094406737	0.266972109598398	17.1748299171734	64.3593827906752	Endopolygalacturonase I	VAM7P, vacuolar morphogenesis protein VAM7
gene:Smp_092180	0	1	0.474207937807774	0.473175518895139	118.305313917858	250.035298611652	RPA-interacting protein B	Ribosomal protein EL37
gene:Smp_092500	0	1	0.478328639616038	0.47824039879719	1388.13343860902	2902.59597410905	Thioredoxin domain-containing protein 17	Thioredoxin -related protein, 14 kDa
gene:Smp_093210	0	1	0.419084099714709	0.418843978700737	497.493329048128	1187.79107712517	FMRFamide-activated amiloride-sensitive sodium channel	Acid-sensing ION channel
gene:Smp_093430	0	1	2.0125053611331	2.01367663869454	854.639138817202	424.412234630118	GRB10-interacting GYF protein 2	Protein SMY2
gene:Smp_093980	5.2404223183089e-09	0.999999994759578	17.0407598367468	17.3268915114252	476.904224193424	27.5145114727562	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Putative P4-specific DNA primase
gene:Smp_094880	0	1	2.39532370139926	2.39585464587744	3091.33124831771	1290.27747784721	1,4-alpha-glucan-branching enzyme	1,4-alpha-glucan-branching enzyme
gene:Smp_094890	0	1	2.10476805761477	2.10688836240379	538.972864951325	255.809375420722	Protein FAM13A	P50-rhogap
gene:Smp_094930	0.0122557088959588	0.987744291104041	0.422263924223596	0.41632773457129	19.883797026959	47.7739821251508	Early growth response protein 3	QGSR zinc finger peptide
gene:Smp_095980	1.38777878078145e-14	0.999999999999986	0.0494653836354344	0.0434964697185772	3.39084823385912	78.1767644860068	Extracellular superoxide dismutase (Cu Zn)	Superoxide dismutase [CU-ZN]
gene:Smp_096000	2.49705647270559e-08	0.999999975029435	0.289738923638313	0.28747385783227	44.2484467238744	153.946422533897	Adventurous-gliding motility protein Z	CT398
gene:Smp_096290	0	1	0.493592140261366	0.493499891770623	1330.10395359062	2695.25696108952	Transmembrane protein 256 homolog	Type II antifreeze protein
gene:Smp_096390	0	1	0.43654842051388	0.436056962302615	245.446111400562	562.889191207548	16 kda calcium binding protein	Centrin-2
gene:Smp_096410	0	1	0.467623591568227	0.467429030691369	627.961000270547	1343.44742142229	16 kDa calcium-binding protein	MLC1P, myosin light chain
gene:Smp_096480	5.58397772465469e-12	0.999999999994416	2.14767785206166	2.15239513799874	257.094939854235	119.440622850452	Glycine receptor subunit alpha-3	Protein GLC-1, avermectin-sensitive glutamate-gated chloride CHA alpha
gene:Smp_096520	3.64707617550586e-07	0.999999635292382	2.28364545356465	2.29259678289683	161.40572812371	70.3973779252849	Sialin	Glycerol-3-phosphate transporter
gene:Smp_097740	0	1	0.433431717787977	0.433074627561046	337.353158447142	778.985436299456	UPF0237 protein PAE3582	Human cannabinoid receptor 1 - helix 7/8 peptide
gene:Smp_098340	0	1	0.308365813399454	0.30750278687057	120.983483791243	393.461178009745	Gamma-glutamylcyclotransferase	Gamma-glutamyl cyclotransferase
gene:Smp_098740	0	1	0.417571724941289	0.4172436571178	363.67817117984	871.634577396561	Protein dpy-30 homolog	Protein DPY-30 homolog
gene:Smp_099770	0	1	0.345465764047182	0.34538126919544	1313.58510097722	3803.30887724316	25 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_100110	0	1	0.490487353366739	0.490249973006395	516.630420813382	1053.82059512508	DPH3 homolog	DPH3 homolog
gene:Smp_103100	0	1	2.01141112389428	2.01240311907971	1007.37101732569	500.576094194873	Nuclear pore complex protein Nup93	Nucleoporin NIC96
gene:Smp_103610	1.2534417948018e-12	0.999999999998747	2.02696328121282	2.02697683050403	75430.6213565408	37213.3563401491	cathepsin B-like cysteine proteinase	Cathepsin B-like peptidase (C01 family)
gene:Smp_103790	0	1	3.07864334891089	3.08642568139519	404.739799606183	131.128683184887	Tubulin alpha-1 chain	Tubulin alpha-1B chain
gene:Smp_104110	0	1	0.468672916572045	0.468456746300371	565.312281213269	1206.76583507526	Ras-like GTP-binding protein RHO	RND3/RHOE small GTP-binding protein
gene:Smp_104210	3.88578058618805e-14	0.999999999999961	0.120374240818518	0.113377305670437	6.98804679074539	61.7135234984961	RHO G-protein coupled receptor	Rhodopsin
